36.31291,-86.57433
36.33974,-86.59391
36.32126,-86.68052
36.34057,-86.6835
36.34332,-86.73258
36.30849,-86.75697
36.26393,-86.75148
36.22156,-86.87645
36.13838,-86.89426
36.05874,-87.05354
35.98871,-86.97543
35.98477,-86.81081
36.01971,-86.6764
36.0613,-86.56121
36.08328,-86.56189
36.13833,-86.60445
36.24794,-86.58857
36.25106,-86.58222
36.27722,-86.56128


// New franklin zone
36.31623169903713, -86.56951904296875
36.34057185894721, -86.68075561523438
36.33946565299958, -86.73431396484375
36.2675285739382, -86.75491333007812
36.22544232423855, -86.87713623046875
36.140092827322654, -86.89773559570312
36.060201412392914, -87.05703735351562
35.94243575255426, -87.00210571289062
35.870134015336994, -87.03506469726562
35.830061559034036, -87.04605102539062
35.828948146199636, -86.94580078125
35.81669957403484, -86.84829711914062
35.821153818963175, -86.77001953125
35.84898718690659, -86.67938232421875
35.943547570924665, -86.649169921875
36.019114512959, -86.627197265625
36.049098959065645, -86.60247802734375
36.06575205170711, -86.55990600585938
36.134547437460064, -86.59423828125
36.245380741380465, -86.58737182617188
36.29741818650811, -86.55441284179688
